[[0:05 | t=5]] [музыка]
[[1:16:35 | t=4595]] части аудитория сработает, на часть нет. Поэтому здесь я бы делал акцент на то, что аудитория приходит разно. У неё разные паттерны поведения, разные триггеры работают. Поэтому очень важно, в принципе, а использовать не просто, а-а, текст как, э-э, ну, банальный инструмент там из серии коротко или много, а текст как, э, инструмент возможности отложного спроса, потому что мы можем вшивать, например, в текст там информацию из серии, там добавьте объявление в избранное и получите там, не знаю, какой-то дисконт или там, а,
[[1:17:06 | t=4626]] бесплатную доставку. Казалось, это банальщина, но зачем это добавлять в Авито? в Авито, то, что сегодня мы не успели проговорить, есть возможность сделать рассылки по тем, кто добавил объявление в избранное. Соответственно, есть возможность даже настроить авторассылки. И если вы там тестируете гипотезу, вы можете действительно прописать в тексте какой-то вот этот поведенческий фактор, там из серии Добавьте в избранной, получите бесплатную доставку, пользователь добавляет в избранно и уходит. Мы можем вернуть его. То есть это второе касание,
[[1:17:36 | t=4656]] когда Авито отправляет продающую офер серии, там вам этот продавец предлагает бесплатную доставку. То есть я бы работал над этим, над возвращаемостью, над тем, что мы уже заплатили за просмотр нашей карточки и есть рычаги, которые Авито предлагает, чтобы его вернуть. Но как бы глобально отвечая на вопрос, я бы смотрел на конверсию в целом из просмотра в обращение. То есть тут как бы надо тестировать. В каждой нише категории всё по-разному работает. где-то более лаконичный текст, где-то в сложных нишах надо там давать больше развита информации. Там, например, вот
[[1:18:07 | t=4687]] кейс с промышленным оборудованием, там зачастую много дополнительной информации, которые хочет получить заказчик, потому что заказчик на промышленное оборудование и на покупку кроссовок, но он абсолютно разный. Понял, спасибо. Тут можно как раз-таки, да, связаться с Максимом и подробно с ним обсудить нишу и как ней лучше продвигаться. Может быть, у Максима есть опыты и в этой нише, потому что опыт у него и правда колоссальный. Максим, большое спасибо тебе ещё раз за выступление, за твой контент, которым
[[1:18:38 | t=4718]] сегодня с нами поделился. Буду рад встрече на новых конференциях. Да, коллеги, спасибо. Если было полезно, опять же, отмечайте организаторам. А можете увидеть мои контакты на экране. У кого есть какие-то вопросы в топ, пишите в личку, будем общаться, будем помогать вам. Спасибо. Спасибо. Всего доброго, коллеги. А мы двигаемся дальше. Уже у нас есть небольшая заминка, но ничего страшного.
[[1:19:08 | t=4748]] Главное, чтобы было интересно и полезно. Наш следующий спикер - это Екатерина Митькина, директор по развитию ключевых клиентов зон Смартша. Екатерина, жду вас в прямом эфире. Всем привет. Меня видно, слышно, а то что-то как будто бы не видно и не слышно. Поставьте плюсики. Всё отлично, всё отлично. Можете поверить мне на слово. Всё видно, всё всё слышно. Я
[[1:19:38 | t=4778]] сразу передаю слово, желаю хорошего выступления, и мы прямо готовы узнать же про ритей медиа на ОзоOn, что сегодня нас ждёт. Супер. Спасибо, Егор, за слово. А, друзья, поставьте, пожалуйста, единичку, те, кто знает, что такое T medмедиia, и поставьте нолик, те, кто хотят об этом узнать. Единичка, нолик, anybody или у меня висит
[[1:20:10 | t=4810]] интернет. Слушайте, ну, я очень рада вашей активности. Здорово, что аа вы такая приятная и вовлечённая аудитория и готовы узнать, а, побольше про ритейл медии и, в частности, на Оzо. А, собственно, а прежде чем говорить, что такое Medдиia, давайте всё-таки определимся с терминологией. Итейди в классическом и, наверное, более привычном для нашего российского уха
[[1:20:40 | t=4840]] слову - это комплекс рекламных инструментов. ритейлера, а посредством которого продавцы, а именно это могут быть бренды, это могут быть поставщики, это могут быть, а, рекламодатели, ну, потенциальные рекламодатели с совершенно другой категорией. И как раз-таки эти ребята могут продвигать свою продукцию на платформах ритейлера. А платформы рийлера - это привычные нам и маркетплейсы, и сайты, и соцсети, и
[[1:21:12 | t=4872]] мобильные приложения, и так далее. То есть, по сути, это платформа, на которой где-то что-то мы можем купить. А и соответственно, почему Railйil Media становится и уже для некоторых действительно стал фокусным каналом в последнее время. Ну и, безусловно, а стоит сказать, наверное, о таких тектонических изменениях, которые произошли после двадцать второго года, когда очень сильно изменился медиаландшафт и, аа большие, э, титаны,
[[1:21:46 | t=4906]] мастадонты аэ покинули аа свои ниши. Соответственно, ниша освободилась, и это всё дало огромный и колоссальный буст для развития, в том числе, и маркетплейсов. И, например, на момент уже сейчас Озон и Валберис уже входят в топ-7м площадок по дневному охвату после мессенджеров. И, в принципе, их уже охваты отчасти сопоставимы с охватами а федерального ТВ. А 62% населения а в
[[1:22:16 | t=4936]] месяц проводит примерно 25 минут в день на Озон и ВБ. Вы только вдумайтесь, 25 минут, ну, это существенная даже доля рабочего времени. А если мы говорим о восьмичасовом рабочем дне, а при этом больше половины товарных запросов приходится на, а, eком ритейлеров. И действительно, а, классический поиск пользователя, он сильно трансформировался. То есть ещё какое-то время назад люди открывали привычные им
[[1:22:46 | t=4966]] поисковики Яндекс, Google и вводили туда свой запрос. А потом была эпоха, как, ну, не побоюсь этого слова эпоха, да, когда третьей площадкой стал YouTube. Соответственно, люди уже на Ютбе что-то искали. И вот сейчас мы уже с вами живём в а такой истории, когда люди по дефолту больше половины начинают свой поиск, уже открывая привычный marкеetйс. И, соответственно, безусловно, всё это даёт качественный трафик. Это отсутствие Фрода. Ну, потому
[[1:23:17 | t=4997]] что все пользователи, которые открывают Marketпйс - это пользователи, которые по дефолту уже залогинены. То есть они прошли верификацию. И, в принципе, площадки очень тщательно следят за, а, своим трафиком, за своими пользователями и за тем пользовательским опытом, который люди получают. Поэтому это гарантирует и нулевой фрот, и очень безопасное окружение с точки зрения брейфти. И, безусловно, все эти факторы, а
[[1:23:47 | t=5027]] стремительно и значимо влияют на перетекание, не побоюсь этого слова, бюджета медиа. И несмотря на то, что канал действительно становится очень таким, а, с точки зрения инфляции быстро растущим, с точки зрения стоимости, да, соответственно, и местами по ряду инвентаря инфляция может достигать до 30%. Тем не менее, мы видим, что, а, по оценке, по прогнозам
[[1:24:17 | t=5057]] нашей группы, компании Кокосгруoup, соответственно, а мы прогнозируем, что рост, кратный рост сохранится и, собственно, продолжится. И, соответственно, хочется сказать, почему же Rйil Media такая классная штука, почему реклама в RТilме Medдиia позволяет решать практически любые задачи? На самом деле всё достаточно прозаично и просто. Дело в том, что реклама в ритеме, она работает на всех этапах
[[1:24:48 | t=5088]] воронки. То есть, начиная верхним уровнем, когда мы, а, с точки зрения задач бренда, с точки зрения задач рекламодателя, мы в первую очередь решаем задачу узнаваемости, да? Соответственно, мы хотим, чтобы нас знали, про наши предложения слышали. Или, например, а наша задача сформировать потребность, то есть это контакт с пользователями и работа на том этапе маркетинговой воронки, где, соответственно, аудитория ещё про нас не знает, но она уже имеет определённую
[[1:25:20 | t=5120]] потребность. И наша задача, как рекламодателя, прокоммуницировать с этой аудиторией, а чтобы обозначить, что на их сформированную потребность есть решение, как раз-таки наше предложение. Ну и, безусловно, это история про работу на нижнем уровне воронки, когда мы стимулируем покупки, мы делаем продажи, мы получаем конверсии. И, соответственно, а один из, не побоюсь этого слова, мейнстримных форматов
[[1:25:50 | t=5150]] нынче, это такой тип рекламы, который называется. А что такое? А кликау - это такой тип рекламы, а, на медиаплатформах, аа, который позволяет уводить пользователя, а, в во внешний контур. То есть пользователь находится на маркетплейсе, например, на Озоне, он видит баннер, соответственно, и кликает по баннеру и переходит или на сайт рекламодателя, или же, ну, например, в
[[1:26:21 | t=5181]] его приложении, если у вас предусмотрена, ну, такая интеграция. и предполагается дальнейшее взаимодействие пользователя в приложении. Вот. И такой тип рекламы, как, он уже действительно стал для многих рекламодателей для разного размера, не побоюсь, и типы, и категории рекламодателей, а качественным источником трафика. Почему? Ну, во-первых, это эффективная это эффективная стоимость. Ну, то есть это костэффективная история и, соответственно, а костэффективный трафик
[[1:26:53 | t=5213]] в сравнении с другими каналами. Это широкие возможности таргетинга для того, чтобы охватить вашу релевантную целевую аудиторию и прокоммуницировать ей правильное сообщения в правильное время, в правильном месте. Это возможность оптимизации на результат. Это уже такой чисто перформансподход. Это, соответственно, такие прокачанные ребята, а, которые не просто запускают рекламу и не просто запускают медийную рекламу, а ещё и следят за результатом как раз-таки при помощи, а,
[[1:27:24 | t=5244]] посткликпоказателей, при помощи оценки полученного трафика, оценки его качества на на платформах, системах аналитики. Ну и, соответственно, аа такая площадка, как Озон, обладает я не побоюсь тоже и этого заявления. достаточно тонкой и широкой настройкой рекламы, особенно на небольших бюджетах. Ну, это действительно важно, особенно для тех категории рекламодателей, которые в поисках, а, нового источника а
[[1:27:54 | t=5274]] качественного трафика, да, или, например, это рекламодатели, которые понимают, что их мощностя, а, классные на определённых объёмах в перформа инвентаре. Почему бы не попробовать, например, кликаут на Озоне? А, соответственно, так у меня подвисло. И, соответственно, почему, а, я говорю про Озон, что он весь такой классный. Ну, потому что действительно, с одной стороны Озон есть на данный момент один из ведущих медиаи
[[1:28:26 | t=5306]] игроков. Это номер один узнаваемый бренд e-commerce бренд в России. Он имеет огромную аудиторию. Это больше 77 млн уникальных пользователей. И это топ-10 рейтинга интернетресурсов по данным Mediacope. Это, соответственно, 53,5 млн активных покупателей в месяц. То есть это активная аудитория, она платёжеспособная. И, ну, кстати, продолжая термин про платёжеспособность,
[[1:28:56 | t=5336]] 73% аудитории - это пользователи, которые имеют доход среднее и выше. Это больше половины покупателей Рунета. И это, безусловно, мобильная аудитория. Оz - это mobile first площадка. И, соответственно, а-э, пользователи а в режиме здесь сейчас телефона и ВКонтакте с вашим рекламным сообщением. Аа, как я уже сказала, кликаут реклама на ОзоOne подходит для
[[1:29:26 | t=5366]] любой категории бизнесов. Это может быть и аа такие большие категории, там, например, недвижимость, а электроника, мебель, финансы, телеком. То есть те рекламодатели, которые имеют гораздо большие бюджеты в сравнении, ну, например, с только начинающими рекламодателями. Но при этом, а, активно развиваются такие категории, как образование, услуги, B2B, путешествие, спорт и много-много других.
[[1:29:56 | t=5396]] Поэтому я очень рекомендую пробовать, тестировать и, собственно, так, у меня что-то подвисает. Так, да, и, соответственно, а, к вопросу про, э, к вопросу про а преимущество кликаут рекламы, собственно, почему она такая классная, почему Оzone такой хороший. А относительно недавно Азон проводил исследование, которым хочется поделиться, точнее одним из тезисов
[[1:30:26 | t=5426]] этого исследования. А, соответственно, проводился опрос среди, а, рекламодателей разных категорий, разного объёма бюджета. И видно, что рекламодатели выделяют, а, доступность к широкой аудитории, а возможность решения рекламных стратегических задач, достаточно конкурентная стоимость закупки, высокую эффективность и, конечно же, а, полный
[[1:30:58 | t=5458]] бренд safety. И Аzone действительно является одной из лидирующих Coutу Retail медиаплощадок и 68% тех респондентовчевых площадок, где планируют размещать рекламу в дальнейшем. А, коллеги, скажите, меня видно, слышно? У меня почему-то лагает есть небольшие помехи. Да, вот есть небольшие помехи. Э, ну, сейчас,
[[1:31:28 | t=5488]] надеюсь, всё устаканится. Давай ещё с тобой тестово пообщаемся. Екатерина, как слышно? Сейчас Екатерина переподключится, а я пока напоминаю, что в чате можно задавать все вопросы спикерам. И делаем это в отдельной графе вопросы. Вот Екатерина, например, уточняет, что же сейчас, о чём речь, о
[[1:31:59 | t=5519]] медийке на маркетплейсах. Екатерина, если это в соответствующий раздел отправите, то ответ будет более оперативным. Екатерина, теперь вы на связи. Я вас вижу. Как? Я вас тоже вижу, слышу и рада, если вы видите, слышите по-прежнему меня. Видим и слышим. Да, можно продолжать. А, соответственно, про кликаут рекламу на Озоне. А что хочется отметить? А, во-первых, да, Екатерина права, речь про
[[1:32:32 | t=5552]] медийную рекламу, и я скажу больше про медийную рекламу, которая может перформить. И мы это увидим буквально через пару слайдов в блоке кейсов, которые я для вас подготовила. Соответственно, что я хочу отметить, что на данный момент Озон обладает, а собственным рекламным кабинетом, который позволяет запускать, а медийную рекламу и [музыка] соответ из внешнего контура, так называемая кликаут реклама как раз-таки
[[1:33:06 | t=5586]] позволяет. Соответственно, где эти ключевые точки? Ну, безусловно, это первая и главная страница, первый экран - это баннер на главный в поиске. Аа также есть видеоформат, так называемый видеобаннер. Он тоже доступен на главной странице и в ленте рекомендации на главной. А есть также а форматы а меньшего размера, не побоюсь этого слова, но тем не менее их преимущество с точки зрения локации, они находятся в рекомендательном блоке. Это первый, ну,
[[1:33:39 | t=5619]] как бы это главная страница, а, скролл, буквально третий, четвёртый скролл. То есть это взаимодействие с аудиторией, которая активно вовлечена в контент первой страницы, в тот самый рекомендательный блокподборок, исходя из паттернов пользователя. И это очень такая нативная точка контакта с аа пользователем, чтобы донести для него своё сообщение, своё предложение, свой офер. И одно из, а, один из моих самых любимых форматов, несмотря на то, что он
[[1:34:09 | t=5649]] один из самых дорогих с точки зрения стоимости, а поскольку модель оплаты всех этих форматов - это CPM, то есть оплата за 1.000 показов, поскольку это, с одной стороны медийка, но, как я уже сказала, это история, которая перформит. Вот и один из моих любимых форматов баннер в заказе, потому что он, а, показывается в тот самый момент, когда пользователь уже совершил заказ, то есть выполнил свою основную
[[1:34:39 | t=5679]] миссию, за которой он зашёл, собственно, на ОзоOn, он что-то купил. Вот. Соответственно, в момент, когда основная миссия совершена, фух, заказ оформлен, как раз-таки показывается баннер в заказе. Это очень классный момент контакта, потому что пользователь в этот момент больше всего открыт к новому опыту, к получению нового предложения, офера и, собственно, готов взаимодействовать с вами. И поскольку я говорила уже о том, что
[[1:35:09 | t=5709]] список таргетингов и возможностей в принципе достаточно широкий на Озоне, я хочу на всякий случай проговорить голосом и сказать, что помимо социально-демографического профиля, то есть это возможность трагедитироваться по геотартингу, по полу, по возрасту, есть ещё возможность взаимодействовать с пользователями, которые, например, покупали товары определённой категории. Например, вы продаёте аксессуары для мобильных телефонов. И, например, вы можете таргетироваться на пользователя, которые
[[1:35:39 | t=5739]] покупали мобильные телефоны. То есть таргетинг на пользователей, а, с покупкой товара определённой категории до второго уровня. Ну, то есть первая первый уровень - это, например, электроника, а второй уровень - это чуть более вложенный. Это, например, мобильные телефоны. Плюс, например, мы можем взаимодействовать с пользователями, которые просматривали товары определённых категорий. Ну, например, это те же самые ребята, которые ищут аксессуары для своих мобильных устройств. Например, они
[[1:36:09 | t=5769]] просматривали чехлы, ещё что-то. Соответственно, мы тоже можем выбрать таких ребят. Вот, соответственно, а-а также в чём ещё большое преимущество Озона - это возможность взаимодействия и контакта с B2B аудиторией. То есть мы можем трдитироваться на а пользователей, а которые имеют а аккаунт, который оформлен как юролицо. То есть там в настройках прямо специальная галочка есть. Ну и, конечно же, классная история и очень конкурентноспособная, на мой
[[1:36:41 | t=5801]] взгляд, поскольку в сравнении со многими аа rтей медиаплощадками, это такое достаточно хорошее, сильное конкурентное преимущество - это возможность, а CRM-таргетинга. То есть, что это означает? что вы можете, а, создать в кабинете свой сегмент пользователя на базе своей, а, своей выгрузки захэшированной CRM системы. И таким образом вы можете, а, по сути, использовать перформанс-механику для коммуникации с аудиторией. Например, вы
[[1:37:12 | t=5832]] можете коммуницировать с аудиторией, которая уже есть ваш клиент, она находится в вашей CRM, и сделать какой-то аа отдельный офер для этой аудитории. Или, например, вы можете такую аудиторию исключить, таким образом коммуницировать с новой аудиторией и уже не показывать офер вашим текущим клиентам. И поскольку я уже говорила, что а-а есть история бренд safety, отсутствие фродового трафика, а,
[[1:37:42 | t=5862]] соответственно Оzо есть, а верификаторы аа пиксели, которые позволяют оценить качество инвентаря. Это, соответственно, Driver, Webраam, Серing, Medascope и Targets. Поэтому для, а, валидации качества инвентаря и полученного трафика вы можете использовать эти пиксели. Ну и, собственно, переходим к самому интересному. Это про кейсы. Это про медийную рекламу, как раз-таки, которая может перформить. И, соответственно,
[[1:38:12 | t=5892]] первый кейс - это достаточно небольшой клиент, это билет Club. А кейс открытый, соответственно, есть в открытом доступе. Это ребята организуют детские шоу, представления с любимыми героями. И, соответственно, хочется рассказать об опыте этих ребят. А ребята тестировали а баннер на главный. У них был достаточно узкий таргетинг с точки зрения Гео - это Москва. При этом, а, ну, совершенно понятно, что это аудитория родителей. И такую аудиторию они выбрали при помощи
[[1:38:42 | t=5922]] аа таргетингов на сегментов покупателей покупателей из детской категории, то есть детская мебель, детские товары, игрушки и так далее. И, соответственно, на запуске рекламной кампании были такие достаточно чётко выстроенные критерии к качеству этого трафика. низкая роботность, соответственно, это стоимость, то есть CPM должен быть не выше определённого значения и CR, то есть кликабельность, должна быть не ниже определённого уровня. Ну и плюс, а,
[[1:39:14 | t=5954]] соответственно, широкие настройки таржинга, что я уже проговорила. И вот как раз в ходе рекламной кампании получены результаты, о чём нам говорят. А размещение было на а двух типах устройств. Соответственно, mobile despто распределение трафика органическое. Мы видим, что mobile абсолютно превалирует, а как раз-таки подтверждает, что Оzоone - это mobile first история и что пользователи там практически все мобильные. А мы видим, что с точки
[[1:39:44 | t=5984]] зрения костэффективности трафика смотрим на, а, ну, смотрим на результаты по CRру, по CPму и по CPC, мы видим, что, в принципе, а соблюдены требования к изначальным, а, бенчмаркам для на этапе запуска. И как раз-таки история такая немножко перформанса, о которой я говорила, да, кажется, что а CPM 209 руб. Это может быть достаточно дорого, и в принципе это медийка, но с точки
[[1:40:14 | t=6014]] зрения стоимости клика, а мы говорим уже про трафик, а клик соста стоимость кликала порядка 27 руб. А очевидно, что это весьма комфортная стоимость кликателя, поскольку и с точки зрения посткликпоказателей доля отказов была достаточно невысокая, порядка 26%, а роботность трафика составила меньше полпроцента, что тоже очень хороший показатель. И конверсия в покупку билета тоже была достаточно
[[1:40:46 | t=6046]] приятная. Соответственно, она составила порядка 4,5%. А расскажу про кейс другого рекламодателя. Это Билайн, крупный телекомооператор, все наверняка его знает. И, соответственно, тоже аа кейс прошлого года, а период февраль-март, то есть это период гендерных праздников 14 февраля, двадцать третье, 8 марта. И, собственно, Билайн выходил с оффером, а, покупки смартфона в подарок. То есть,
[[1:41:17 | t=6077]] ну, подумайте про сам Cджей. Получается, люди находятся на маркетплейсе, телеком оператор показывает им офер с покупкой телефона и выводит в свой собственный D2C магазин. То есть телефон покупается не на маркетплейсе, а на сайте Белайна. Вот, соответственно, задачи стояли, это, с одной стороны увлечение знания о продуктах бренда, это дополнительный трафик и релевантная аудитория на сайт, ну и, собственно, оценить вообще этот источник трафика. А с точки зрения
[[1:41:49 | t=6109]] инструментария использовался баннер на главной странице Озона. И здесь вот на следующем слайде, а на следующем слайде что-то со связью. Так, меня видно, слышно? Алло. Так, видимо, нет. Чуть-чуть подвисает камера, но слышно. Вот всё теперь теперь я вижу, что слайд перевеснулся. А, соответственно, хочу сказать про полученные результаты. А стоит отметить,
[[1:42:20 | t=6140]] что если мы говорим про именно действия покупки, конверсии такие прямо хардовые, это добавление товара в корзину и оформление заказапемы. Видно, что Озон, а, оказался дороже остальных каналов. Но здесь стоит отметить, что всё-таки мы говорим о периоде гендерных распродаж, да, соответственно, это один такой из горячих сезонов на маркетплейсе. И,
[[1:42:52 | t=6172]] соответственно, с точки зрения, аэ, полученных результатов по постклику на Оzо пришлось порядка 10% от всех корзин за период рекламной кампании и 11% от всех на сайте. Екатерина, есть небольшие пропадания со связью. Вот я предлагаю попробовать выключить камеру. Это должно освободить как раз-таки трафик от лишней нагрузки, и нам будет отлично вас слышно и видно
[[1:43:28 | t=6208]] слайды. Сейчас Екатерина как раз-таки переподключится. Я переподключила. Екатерина, приём. Меня слышно? Слышно отлично. Супер. Слайды видно? Да. Прекрасно. И я перехожу к последнему кейсу, но не менее интересному. А здесь хочу рассказать именно с большим фокусом на перформанс оценку
[[1:44:04 | t=6244]] результата в медийной рекламе. в Кут рекламе это тоже сохраняется. Расскажу открытый кейс, а, клиента div.ru, всем известный, а, производитель мебели. Соответственно, проект запускался в ноябре двадцать четвёртого года. То есть это такой самый-самый горячий период и для многих категорий бизнеса чуть ли а не ключевой период, когда делаются практически годовые года была
[[1:44:39 | t=6279]] задатировать новый канал и подобрать оптимальные форматы. И мы видим, что уже KPI были достаточно, а-а, такие перформансные, да, соответственно, ожидался уже определённый аплифт с точки зрения конвершента, а, и определённые требования по качеству трафика, это, соответственно, отказы, глубина и время. и использовались, а все баннерные форматы, да, соответственно, это баннер на главный в поиске видео баннер на главный, баннер на странице заказ
[[1:45:11 | t=6311]] выполнен и, соответственно, как выглядела реализация. Ну и, безусловно, в первую очередь это определение таргетингов и настройка рекламных кампаний. Видим, что соцм профиль был задан и сегменты пользователей. Соответственно, здесь использовались сегменты аа стартизингом на тех людей, которые смотрели товары или же покупали товары в определённых категориях. Это мебельные категории. Плюс ещё использовался, а, сегмент, созданный на основе собственной CRM-базы. Это, соответственно, пользователи, которые
[[1:45:41 | t=6341]] совершали покупки больше года назад. И поскольку это всё-таки медийня реклама, безусловно, была задана частота показов и определённые ограничения выставлены пять раз в день. Ну и после запуска, соответственно, а с точки зрения настроек, а было определено распределение бюджета, а сегментация по географии и, соответственно, также ребята тестировали историю с, а, креативами. И давайте посмотрим на результаты. А с точки зрения анализа
[[1:46:11 | t=6371]] креатива видно, что и здесь, кстати, хочется похвалить, что ребята очень классно отработали историю с ноябрьскими распродажами. Соответственно, эта история в коммуникации в креативе. Это про шопинг, про чёрную пятницу, про распродажу и отдельно про распродажу холостяка, так называемоя 1111. А здесь мы видим, что с точки зрения сравнения результатов креативы сравниваются, а не медийные креативы, что важно,
[[1:46:41 | t=6401]] сравниваются абсолютно по перформанance показателям и сравниваются по метрикам костэффективности, по Cpру и, соответственно, делаются выводы с точки зрения и работы креатива. И видно, что коммуникация с креативом также важна. И мы видим, что есть разница с точки зрения и сетяра, и причём разница, ну, практически а в два раза, да, соответственно, обще категорийный CR 0,24% и, соответственно,
