[[0:04 | t=4]] [музыка]
[[1:09:53 | t=4193]] рождается офер, то есть мы оперируем к решению главной проблемы пользователя. Снимаем возражения на уровне тезисов или где-то там, если это позволяет, картинками можно, аа там в зависимости, какие, да, возражения есть, там что-то бат, что некрасиво, вы показываете фото работ, например. А вот а в рамках ценностей мы транслируем сильные стороны клиента, которые у него есть. То есть в данном случае это собственно производство, это не перекупы. То есть если что-то, ну, как бы, не дай бог, да, там случится, у вас есть гарантия, вы там не через десятые руки пойдёте, а напрямую к ним обратитесь и будете с ним взаимодействовать. О'кей? А из образа
[[1:10:25 | t=4225]] жизни цикл сделки рождаются источники точки касания. Да, как бы я сейчас говорю, что это универсальная штука. Я надеюсь, вам будет полезна в плане вообще различных стратегий, в том числе и больше рус, чем директ. А источники, ну, понятно, у нас есть сейчас ЯндексДирект, но даже в рамках того же ЯндексДиректа есть поиск, есть RS, которые для а каждой ниши а свой уникальный набор и как бы сочетание бюджетов, потому что, допустим, если длинный цикл сделки, а какие-нибудь ну
[[1:10:57 | t=4257]] загородные дома, например, продажи, то там разумнее использовать, потому что клик дешевле, люди склонны повыбирать, и мы несколько раз касаемся у тебя и он в итоге принимает решение. А для каких-то историй россияну не особо приемлем. А, ну и, соответственно, мы понимаем точки касания целевой аудитории, как долго она принимает решение, насколько это быстро всё происходит, и для себя выбираем как бы оптимальное сочетание всех этих вещей. Итого, зная то, как думает аудитория и то, а где ей органично
[[1:11:27 | t=4287]] показаться, а вот на стыке этого и происходит продажа. То есть вот как бы вот эту всю историю мы держим в голове, прежде чем работаем с рекламными кампаниями. О'кей. Что конкретно сделали в этом случае? Мы пересобрали архитектуру, а, ну, как бы постепенно остановили старые компании, потому что, ну, выключать сразу резко рубильник, наверное, было бы неправильно. А как бы работает нетро, что называется. Мы их постепенно отключили, там в течение нескольких недель, а, пересобрали поиск. Ну, ИПК в данном случае, а запустили автостратегию
[[1:11:58 | t=4318]] с оптимизацией по конверсии и недельным бюджетам. А, да, я знаю как бы, что, аа, вот, кстати, коллега Стас тоже, по-моему, до этого рассказывал, что у него у них лучше сработало ручное управление ставками. Вот в данном случае мы решили попробовать пойти через автоматику и путём чистки площадок. Ну, как бы объясню свою позицию, что а нет как бы универсального решения для всего, потому что тут Яндекс заявляет, что вот как так или иначе эта стратегия работает, но на практике оказывается,
[[1:12:28 | t=4348]] что далеко не так. Вот ты всё делаешь по мануалу, оно начи работает хуже. Вот. А в нашем, а, как бы, бэкграунде, в нашем опыте автоматические стратегии весьма себя неплохо показывали. Но, безусловно, при условии, что за ними надо следить. А в рамках, когда там достаточно большая семантика, аа, ну, запуск автоматической стратегии, вот с оптимизацией виделся достаточно оптимальным вариантом, собственно, что мы и сделали. Также мы запустили несколько мастеров компаний с различными таргетингами. А и все напоминают с недельным бюджетом, потому что у клиента так достаточно строгое
[[1:12:58 | t=4378]] ограничение. Даже не то, чтобы на месяц у него получается на недельный бюджет, он недельными итерациями как бы работает. Ну, соответственно, мы здесь вынуждены подстраиваться были и запустились. При этом тестировали на квиз, аа как бы отдельная посадочная была. Аа, соответственно, вот как бы с таким с с плитом трафика мы и запустились. А, да, немножечко поменяли креативы. Мм, поменяли в каком плане? Вот если обратите внимание слева, а, примеры их
[[1:13:29 | t=4409]] работ. Они, конечно, такие стильные, все в таких пастельных тонах. А, но по факту у нас же есть баннерная слепота, и оно часто сливалось, ээ, с остальным интерфейсом. А, и мы приняли решение сделать более яркие, более яркие креативы добавить, а, чтобы как бы привлечь внимание на первом этапе. Вот немножечко переработали текст. Здесь не столь принципиально, но тем не менее мы выделили, что там каталог 18.000, да? То есть вот эти
[[1:14:01 | t=4441]] рисунки на самих панелях, они как бы вы можете своим прийти, можете что-то выбрать из того, что есть у клиента. Соответственно, а-а, мы тем самым говорим, что много большой выбор. Вот, ну, про гарантию я уже говорил. А, о'кей. То есть мы со всей этой историей запустились и результат в начале просел примерно до 6.000 руб. из-за переобучение компании. Ну, это, в общем-то, было очевидно. А нам, что позиции просядут, ну, не
[[1:14:32 | t=4472]] позиции, вернее, а результат. о чём как бы мы тоже сообщили клиенту, мы с ним вели коммуникацию, но тем не менее одно дело вы об этом как бы заявляете, а другое дело это происходит. Всё-таки это было неприятно и много ресурсов ушло вот на объяснение как бы на спокойное разъяснение, что ничего, не волнуйтесь, как бы это временный эффект, он дальше будет лучше история, что вот как бы нужно пройти это и как бы дождаться профита. А при этом мы сразу остановили ну, вернее, достаточно быстро остановили мастер компании по интересам. там
[[1:15:03 | t=4503]] запускали ремонт кухни, заказ кухни. Гипотеза была в том, что люди, которые вот находятся в этом состоянии ремонта, в состоянии, а как бы ну проектирования своей кухни, им э как раз органично было бы показать а наш товар, наш продукт, но, к сожалению, мастер компании не наши надежды как бы не оправдал, и было мало и дорого и заявок, и мы их остановили. А, собственно, но тем не менее, то, что мы общались с клиентом, да, в этот
[[1:15:34 | t=4534]] момент, это дало нам время на оптимизацию уже запущенно нами рекламных кампаний. А что мы по факту сделали, да, так как у нас есть поисковые компании, сами мы знаем, что они очень любят автотаргетинг. А и а прежде всего мы как бы пошли от общего к часту, но мы обратили внимание, что широкие запросы дают цену цели аа сильно выше, даже в два раза выше, 2 с2, чем было даже до нас. Естественно, смысл показываться по этим запросам. Эти запросы отключили,
[[1:16:04 | t=4564]] оставили остального, что работало намного лучше. А убрали уже проработали непосредственно самими ключами, начали их фильтровать. Это постоянная нудная, но необходимая работа. значит, проработали с ключами. И выяснилось, что, допустим, ключ фартук для кухни, а как будто бы он звучит как наш, но на самом деле нет, потому что, очевидно люди выбирали предмет одежды себе, который они фарту, в котором они будут на этой самой кухне ходить. И, а, как итог, да, вот посмотрите, мы
[[1:16:34 | t=4594]] открутили там чуть больше 7.000, но здесь очевидно, что ну у нас нам-то нужно ниже четырёх было давать лиды, а здесь его не одного. И смысл как бы дальше крутить мы не видели. Соответственно, эту историю тоже отключили. А проработали с платёжеспособной целевой аудиторией. А кто не знает, тут есть такие как бы настройки, как уровень платёжеспособности. И посмотрев, вот если обратите внимание, что в среднем там и остальные у нас, э, 3.000 залит, да, то есть вот количество конверсии и
[[1:17:04 | t=4624]] цена клика, ой, цена цели, а, как видите, а то вот эти 10% самой платёжеспособной аудитории, а, к сожалению, были сильно дороже. А, в общем-то, это объяснялось тем, что, ну, как правило, этот товар заказывают люди со средним, ниже среднего достатка, ну, иногда выше среднего, но в основном, а, люди с, а, как бы бло платёжеспособные, они либо редко вовлечены в эту всю историю, за них там всё дизайнеры делают, которые уже знают, где у кого-то что заказывать. Вот. Либо какие-то
[[1:17:34 | t=4654]] другие сценарии включаются там, но закономерность однозначна. А поэтому мы тоже приняли решение это эти аудитории ограничить. Мы их не отключали совсем. Мы в настройках аудитории снизили просто им, а стоимости. А, ну, собственно, вот, да, корректировки на основе самой аналитики, какие мы вводили. То есть, а, возвращаясь к тому, какой мы подход у себя подразумеваем, а мы представляем,
[[1:18:05 | t=4685]] каков портрет этой целевой аудитории. Плюс мы на цифрах внутри метрики подтвердили для себя, что ядро нашей аудитории - это женщины 3544, естественно. То есть они находятся в состоянии как бы в состоянии ремонта. Я только так могу назвать. То есть они находятся в состоянии ремонта и они являются главным драйвером покупок. Соответственно, мужчины этой возрастной группы, мы им никаких корректировок не вносили, потому что, да, они вовлечены в это прекрасные действо, но они, а, очевидно, чуть менее активно. А, ну,
[[1:18:35 | t=4715]] очевидно, из метрики, безусловно, из цифр менее активно в этом участвуют, но участвуют, поэтому они тоже есть. А с остальными аудиториями мы их либо отключили, либо проработали. Итого, то есть мы отключили вообще всех, кто младше двадцатичех, ну, по понятным причинам несколько снизили тех, кто старше пядеся, потому что там, а, скорее всего, за них всё это уже делают дети или там внуки, там, кому как повезёт, да? Алло, Егор, что-то ты хочешь сказать? >> Так я и так стараюсь. Заканчи? Да. Да-да, да, я заканчиваю. Да-да, я и так
[[1:19:07 | t=4747]] топлю уже, чтобы всем максимум пользы дать. А, значит, итого, как видите, платёжспособную мы не полностью отключили, мы её сильно ограничили. Вот. А и ограничили мы, собирали также аудиторию вот эти вот на ботов. То есть у нас две аудитории: первый визита от КСРФ и аудитория, которая нам насобирал а ботфактор. А мы их тоже исключили. То есть, так как у нас много всякой автоматики запущено, мы вот эту штуку выперели. О'кей. А пример регулярной чистки площадок, так как автоматические стратегии, мы этими вещами, ну, занима
[[1:19:38 | t=4778]] на запуске вообще там чуть ли не каждый день это надо делать, потому что скрутить может резко, а в дальнейшем, когда такая стабилизация, один-два раза в неделю. А, собственно, с ключевыми словами то же самое. То есть в какой-то момент их количество всё-таки начинает вот этого мусора, который льётся, начинает снижаться, и мы его начинаем уже отстреливать. Соответственно, вот целевые запросы, которые, казалось бы, аа нам, ну, не столешница и стекла, она не является целевым для Яндекса. Вот он что-то решил, вот что это для нас целевое, естественно, мы тоже отстреливаем все эти вещи. А так,
[[1:20:09 | t=4809]] результат, видишь, меня чуть-чуть поторопило, а мне совсем чуть-чуть осталось. Итого результат - это как бы срез одной из недель. Итого мы снизили стоимость до 3.100, ну, на той неделе, а, и получили порядка 40 конверсий. Соответственно, раньше было 30-35. Вот оно улучшение. А также итоговый результат. Ну, вот этот скрин уже и как бы месяца всего. То есть у нас люди по двум путям, они либо звонят, либо оставляют заявки сайт. Вот, как видите, а, 174 целевых визита, то
[[1:20:41 | t=4841]] есть, как заявлено, больше 150, соответственно. А, ну это даже больше, чем, наверное, 28%. 28% эффективности, которую я в начале заявлял, это про снижение стоимости лида. А здесь даже некое увеличение идёт. Резюме. Результат приносит грамотное, системное, ну и, как говорится, местами душная работа. Наш бизнес, он про душноту, к сожалению или, к счастью, не знаю, кому как нравится. В общем, это нужно делать. Если это не делаете, показатели плывут. Чистка площадок, ключи и так далее. Аа,
[[1:21:12 | t=4872]] ну и аналитика, безусловно, нету, на мой взгляд, ээ нету никакой-то одной волшебной таблетки или уникального хода, который ты сделал, и опа, клиент стал, э, качество лидов у него много крутых, да, там вы там стали богатыми неожиданно, да, сделав одно какое-то действие. Нет, а есть цепочка, есть цепочка правильных действий и цепочка правильных решений. Ну и, соответственно, коммуникация с клиентом. И в целом коммуникация, на мой взгляд, в агентском бизнесе, в агентском деле - это очень важная вещь. Надо объяснять, а, вашим клиентам, вашим
[[1:21:44 | t=4904]] коллегам, что вы делаете, почему вы делаете, что вы планируете делать, чтобы у них были правильные ожидания. И даже если что-то идёт не так, они понимали, что потом будет свет в конце туннеля. Вот, ребят, спасибо за внимание. Ух, старался, я прямо искренне старался. Вот, поэтому подписывайтесь на мой Telegram-канал. А, буду рад вас там всех видеть. всякими полезностями делюсь, в том числе и кейсами. >> Спасибо внимание, кейс. А мне очень понравилось в начале то, что ты подошёл к этому с точки зрения даже, знаешь, какой типа нагоним трафик, а сейчас всё
[[1:22:14 | t=4934]] сделаем. А с точки зрения маркетинга вот эта вот история про целевую аудиторию, про модельвальдера, если я правильно увидел то, что ты мне показывал, про более задачи, выгоды аудитории, про CGM, про точки контакта, это очень органично ложится в такую глобальную стратегию работы с бизнесом. Это прямо клёво. Всё то, что ты это подсвечиваешь. Я >> спасибо. А у меня по-другому и не получается, потому что работаешь в основном с такими уже там устоявшимися, состоявшимися, и там много всяких цепочек истории, и как бы это надо учитывать. >> Да, ты абсолютно прав. А, дорогие
[[1:22:45 | t=4965]] друзья, предлагаю традиционно переключиться на вкладку с вебинаром тем, кто нас слушает просто в формате аудио, и проголосовать за кейс Кирилла Сорокина из Сорока маркетинг. Я считаю, что кейс сильный. Это однозначная пятёрка, на мой взгляд, но вы можете думать по-другому, поэтому давайте посмотрим, что у нас получится на выходе. А теперь мы смотрим вопросы. Вопросы наши, которые потихонечку наши зрители начинают писать. Вопрос от Дмитрия. Вы заходите через аналитику. Сколько при этом закладывается времени на запуск рекламы и что входит на первом этапе? Условно, какие форматы рекламной
[[1:23:16 | t=4996]] кампании? >> А я не немножко не понял вопрос, но через аналитику надо заходить всегда, на мой взгляд. А, и если вы работаете как бы с клиентом, а даже вы ему ка продажу осуществляете, вы же в любом случае предварительную аналитику делаете ещё до того момента, как клиент вам отнёс денег, если это не платная услуга какая-то. А, соответственно, сколько времени мы закладываем? Ну, смотрите, здесь всё индивидуально. Бывает рекламные кампании. Вот в данном случае это было несколько дней на запуск. То есть мы в течение недели, в общем-то, запустили на полную мощность. Бывают
[[1:23:46 | t=5026]] крупные интернет-магазины, там можно в течение месяца запускать, ну, естественно, и несколько источников, да, там, а, это можно долго всё настраивать, то есть всё индивидуально. Ну, в среднем около недели получается на запуск. >> А, Кирилл, я, наверное, уточню вопрос Дмитрия. Правильно ли я понимаю, что все форматы рекламы, которые вы используете, они сразу стартуют вот буквально через неделю после там подписания договора и денег от клиента? Ну, мы стараемся, да, но я повторюсь, опять же, если а как бы клиент большой,
[[1:24:16 | t=5056]] мы это, ну, как бы проговариваем, что смотрите, мы запускаемся этапами, >> то есть вот первый этап мы запускаем, безусловно, самое горячее, что клиенту нужно и необходимо, а в дальнейшем уже там вот гипотезы по мере их убывания, что называется. >> Супер. Спасибо подробно. А кто-то ещё хочет что-то спросить у Кирилла? Мне кажется, этот доклад прямо требует обсуждения, потому что в нём много цифр, много, так сказать, мяса, а не водички. И это прямо очень хорошо. Есть ли ещё вопросы у вас к Кириллу, к нашему замечательному докладчику? Сейчас давай посмотрим на чат, оживится
[[1:24:47 | t=5087]] ли он или не оживится спустя какое-то время. >> Я смотрю, чуть-чуть участиков там на два-три больше стало. >> Да, это, видимо, с других вкладок пришли, типа, сейчас мы спросим, сейчас мы спросим. >> Угу. >> Отлично. А давай, пока они думают, э, я, возможно, упустил. А сколько вы по итогу времени с клиентом с этим работаете-то? >> А, сейчас скажу. Второй год. второй год. То есть 2 года вы держите результат с KPI ни 4.000 за квалифицированный лид. >> Да. Алифи бывает, конечно, бывает всякое разное, но
[[1:25:18 | t=5118]] как бы в основном ниже, да, 90% времени ниже. Ну это обычно обуславливается либо какими-то сезонными вещами, либо, ну, все мы знаем, что Яндекс может выкатить какое-нибудь обновление и всё точно пойдёт не так. Как правило, потом ты к этому приспосабливаешься. Но это новая кнопка. Давайте мы все её потестируем. Да, новая фича. Вот. Ну нет, я просто к тому, что часто бывает, что просто нужно время на адаптацию к новым там каким-то, ну, реалиям там, в том числе там к тому же ЕПК, когда не запускали.
[[1:25:50 | t=5150]] >> Супер. Спасибо большое. Так, вопросов больше нет. А давайте мы ещё 5 секунд буквально доголосуем. Ставим оценки этому кейсу про наши стеклянные кухонные фартуки и про то, насколько хорошо сорока маркетинг с этим справилась. Кирилл, я тебя благодарю за кейс. Было клёво, было интересно. Чуть-чуть в тайминг не уложились. Ну, простим на первый раз, так сказать. Поэтому давай заканчивай. Оставайся с нами до конца. Скоро будем кубок присуждать кому-то из наших прекрасных спикеров. >> Спасибо тебе. >> Да, счастливо,
[[1:26:20 | t=5180]] >> счастливо. >> А, друзья, наш следующий докладчик надеюсь, что сейчас она появится, прекрасная Юлия Познякова, руководитель агентства Bests. Юля, ты с нами? Да, да, да, я тут. Слышно меня? >> Я совершенно не соврал. Всё прекрасно. Рад тебя видеть. А тебя видно и слышно. Давайте потихонечку начинать. Всё, даю тебе слово. У тебя 15 минут. Тайминг с >> Да, я постараюсь уложиться в тайминг. Э, сегодня расскажу вам про наш кейс ВК, э,
[[1:26:51 | t=5211]] в нише производства газоблоков, как мы протестировали огромное количество связок и в итоге нашли те самые, которые нам приносят конверсии, конверсию 75%. И стоимость заявки у нас держится примерно 2.200. Э, пару слов о себе. Я руководитель маркетингового агентства Bestрс, 15 лет в маркетинге, 8 лет, э, в трафике и 5 лет мы с командой занимаемся маркетингом, да, для строительных и замерных ниш.
[[1:27:22 | t=5242]] А по кейсу, а кейс - это производитель и магазин, так скажем, строительных газоблоков. А стартовали мы работы с марта двадцать пятого года. Геолокация у нас преимущественно это Москва, Московская область. И, э, по бюджету в месяц мы стартовали со 150.000, дальше его уже масштабировали. А задача, которые поставил перед нами клиент - это обеспечить стабильный управляемый поток заявок, снизить стоимость лида до 3.000
[[1:27:53 | t=5273]] руб. и масштабировать результаты без скачков в цене лида. А точка А какая у нас была? Очень высокий CPL, отсутствие стабильного потока лидов, низкая конверсия в целевой элит. И тоже такой момент, что у клиента не было сообщества ВК, соответственно, у нас было определённое ограничение по использованию инструментов в рекламном кабинете. Но мы с этим справились успешно. Сложность ещё какая была на старте
[[1:28:24 | t=5304]] работ, что очень маленькое количество контента, которые предоставлял клиент. Соответственно, с нашей стороны мы подключали и дизайнеров, и генераторы, и ручной поиск подходящих материалов, из которых мы потом создавали монтаж видео вручную, которое в дальнейшем использовали уже в тестах. А по стратегии подходили масштабно. На этом этапе прямо подробно останавливаться не буду. Э, вот скрин из общей стратегии
[[1:28:55 | t=5335]] здесь показала. Ээ то же самое вот как предыдущий, э, докладчик рассказывал, мы начинаем всегда с анализа целевой аудитории, с анализа поведенческих факторов, более целевой аудитории. Уже из этого строим подход, с чего мы начинаем, какие будут креативы, какие воронки и так далее. А какие-то ключевые моменты сейчас расскажу. приняли решение мы запускаться из нового рекламного кабинета ВКS. Ввели рекламу на лидформу, на квиз, на
[[1:29:26 | t=5366]] лидформу с лендингам, в том числе тестировали. Упор мы делали на видеокреативы, так как по нашему опыту в строительном сегменте и в замерных нишах видеокреативы, они дают супер классный результат. И, собственно, с этого мы и начали. Далее, акценты мы в тестах и в целом в рекламной кампании расставили на преимуществах. То есть мы делали акцент на качестве, на цене, а указывали размеры, указывали плотность
[[1:29:57 | t=5397]] газобетонных блоков, рассказывали о том, что есть рассрочка и так далее. То есть какие-то преимущества именно нашего клиента. Мы прямо на этом акцентировались по площадкам. Аа мы размещали рекламы не только в ВК, в том числе мы размещали рекламы и в проектах ВК, таких как Авито, Ю, Mail, а, и Одноклассники. И, соответственно, рекламные оферы мы старались потестировать на каждой площадке отдельно, то есть креативы под разные площадки. Смотрели, какая площадка с каким креативом лучше сработает, какие результаты нам даст.
[[1:30:28 | t=5428]] А, расскажу про аудитории. Мы стартовали с того, что решили протестировать и аудиторию B2B, и аудиторию B2C. По итогу, э, остановились всё-таки на B2C, потому что у нас там пошёл хороший поток заявок, клиента устраивало качество, а стоимость была отличная. И, соответственно, мы сакцентировали весь бюджет именно на аудиторию B2C с B2B. Там немножко другая стратегия работы. Мы пока что её приостановили. Возможно, к этому вернёмся. А, но B2B сейчас прямо
[[1:30:59 | t=5459]] хорошо идёт поток. Расскажу, значит, про аудитории, которые мы использовали в рекламе. А в первую очередь это, конечно, прямые ключевые запросы с сегментацией на 10, 20-30 дней. Максимально горячая аудитория, которая прямо сейчас готова купить, которая прямо сейчас уже ищет конкретно наш продукт и, собственно, с ней легко работать. А использовали подход через литформу, в которой мы делаем быстрый расчёт и, соответственно, офер
[[1:31:29 | t=5489]] подключен. Далее тестировали косвенные ключевые запросы также с сегментацией на 1020-30 дней. Уже более прохладная аудитория, которые сейчас, возможно, занимается строительством либо планирует строительство, которые ищет, возможно, стройматериалы. И тут мы уже заходили как бы чуть пошире, скажем так, да, мм, где мы рассказывали, что газоблоки - это классный строительный материал, который стоит обратить, на который стоит обратить внимание. А опять же
[[1:31:59 | t=5519]] рассказывали про преимущество и самого материала, и нашего клиента, про условия, которые он предоставляет. А вот, собственно, так. Далее. Подписчики конкурентов, как прямых, так и смежных, то же самое парсили аудиторию. Не всегда она была, э, достаточного объёма, но в любом случае мы её использовали. И по факту это тоже достаточно горячая аудитория, которую можно использовать, с которой хорошие целевые заявки можно получать. Но тут тоже важно отметить, что под каждую
[[1:32:31 | t=5551]] целевую аудиторию нужно проводить э очень точечный тест креативов. А далее, подписчики строительных пабликов - это всё, что связано со стройкой. Аудитория такая более прохладная, но с ней можно работать. И забегу чуть вперёд, мы в том числе искали аудиторию прорабов, руководителей строительных бригад, которые занимаются строительством домов на постоя, ну, то есть на постоянном постоянно им нужен строительный
[[1:33:02 | t=5582]] материал. И вот в этих пабликах их тоже можно найти, тоже их можно привлечь и заинтересовать. И также не обошли мы вниманием аудиторию по интересам, хотя в целом она считается такой наименее конверсионной, но мы её использовали в формате расширения охвата при при добавлении в другие аудитории. И в связке с остальными аудиториями достаточно хорошие результаты давали. э дешевле охвата, дешевле стоимость за
[[1:33:33 | t=5613]] 1.000 показов и стоимость заявок, конверсия, конверсионность заявок была неплохая. А про креативы, э, как я и сказала, мы сделали ставку на видеокреативы. Здесь скрины с видео. К сожалению, здесь я видео показать не смогла, но в конце там я оставлю ссылочку на свой Telegram. Если кому-то будет интересно посмотреть именно прямо полноценные видео креативы, я могу их просто отправить, а, ознакомиться. А что здесь важно? По каким принципам мы
[[1:34:05 | t=5645]] вообще эти креативы создавали? Э, в первую очередь технические характеристики показывали, рассказывали про размеры, про плотность, про цену, аа объясняли конкретно, почему этот блок лучше другого. Э, показывали именно масштабность, да, то есть, что это производство, что это прямой производитель. Соответственно, у человека сразу возникает подсознательно, что, скорее всего, цена будет дешевле, чем у перекупов, надёжность там и так далее. А далее, в том числе на видео хорошо
[[1:34:35 | t=5675]] очень работал процесс, когда мы показываем процесс доставки, разгрузки объекта, процесс строительства. То есть вот процессные всякие видео тоже хорошо, хорошие результаты показывали. А, ну и, соответственно, обязательно делали в оферах, подсвечивали и делали акцент на том, что м у клиента есть преимущество, э, по там, например, тому, что можно может дать гарантию, может дать рассрочку, э, доставка день в день
[[1:35:06 | t=5706]] там и так далее. То есть вот всё всё, что всё, что нас выделяет на мм на этом рынке. А, как, собственно, и говорила, видео у нас дало очень хороший результат. Причём мы не стремились делать их суперкрасивыми, скорее, наоборот, максимально аляпистые, какие-то яркие надписи, что-то такое, что привлекает внимание. Какие-то супервызанные дизайнерские креативы не заходили от слова совсем.
[[1:35:38 | t=5738]] И что ещё не сработало по креативам - это статика. То есть, э, мы тестировали, в том числе статичные креативы в различных форматах и фото с производства, и текстовые креативы, и сами, ээ, фотографии продукта, э, вот в таком формате это всё не зашло. А по посадочным тестировали мы основной масштаб, скажем так, бюджета - это лидформа, конечно же. Но мы ещё решили протестировать квиз,
[[1:36:08 | t=5768]] потому что в в строительных проектах, в замерных нишах квиз тоже хорошо работает. В данном проекте не сработал. То есть у нас стоимость заявки с квиза была выше почти что там в два с лишним раза. То есть мы от этого отказались. И учитывая то, что лиформа нам приносила качественные и по хорошей цене заявки, сакцентировали внимание именно на ней. Но опять же сами литформы мы тестировали в разных форматах, смотрели, какая лучше заходит. А по площадкам э мы решили, что
